N,rho_ent,P_ent,w_ent,conservation_residual
3.8500000000e+00,5.8605364083e-04,-5.8284714388e-04,-9.9452866303e-01,-1.7097915323e-08
3.8600000000e+00,5.8595757394e-04,-5.8275960752e-04,-9.9454232429e-01,-1.7055261110e-08
3.8700000000e+00,5.8586176260e-04,-5.8267230271e-04,-9.9455595144e-01,-1.7012699374e-08
3.8800000000e+00,5.8576620610e-04,-5.8258522882e-04,-9.9456954456e-01,-1.6970166064e-08
3.8900000000e+00,5.8567090373e-04,-5.8249838520e-04,-9.9458310374e-01,-1.6927758320e-08
3.9000000000e+00,5.8557585476e-04,-5.8241177120e-04,-9.9459662907e-01,-1.6885514112e-08
3.9100000000e+00,5.8548105848e-04,-5.8232538619e-04,-9.9461012062e-01,-1.6843414562e-08
3.9200000000e+00,5.8538651418e-04,-5.8223922954e-04,-9.9462357849e-01,-1.6801339552e-08
3.9300000000e+00,5.8529222116e-04,-5.8215330060e-04,-9.9463700276e-01,-1.6759337484e-08
3.9400000000e+00,5.8519817871e-04,-5.8206759874e-04,-9.9465039351e-01,-1.6717536810e-08
3.9500000000e+00,5.8510438613e-04,-5.8198212333e-04,-9.9466375082e-01,-1.6675792754e-08
3.9600000000e+00,5.8501084271e-04,-5.8189687374e-04,-9.9467707478e-01,-1.6634133744e-08
3.9700000000e+00,5.8491754776e-04,-5.8181184935e-04,-9.9469036547e-01,-1.6592627834e-08
3.9800000000e+00,5.8482450058e-04,-5.8172704953e-04,-9.9470362298e-01,-1.6551164002e-08
3.9900000000e+00,5.8473170047e-04,-5.8164247365e-04,-9.9471684739e-01,-1.6509852822e-08
4.0000000000e+00,5.8463914674e-04,-5.8155812110e-04,-9.9473003877e-01,-1.6468672873e-08
4.0100000000e+00,5.8454683870e-04,-5.8147399125e-04,-9.9474319722e-01,-1.6427515796e-08
4.0200000000e+00,5.8445477566e-04,-5.8139008349e-04,-9.9475632281e-01,-1.6386455751e-08
4.0300000000e+00,5.8436295694e-04,-5.8130639719e-04,-9.9476941563e-01,-1.6345572451e-08
4.0400000000e+00,5.8427138185e-04,-5.8122293175e-04,-9.9478247576e-01,-1.6304774864e-08
4.0500000000e+00,5.8418004971e-04,-5.8113968655e-04,-9.9479550328e-01,-1.6264069647e-08
4.0600000000e+00,5.8408895983e-04,-5.8105666099e-04,-9.9480849827e-01,-1.6223474007e-08
4.0700000000e+00,5.8399811155e-04,-5.8097385445e-04,-9.9482146082e-01,-1.6182927885e-08
4.0800000000e+00,5.8390750418e-04,-5.8089126632e-04,-9.9483439100e-01,-1.6142518319e-08
4.0900000000e+00,5.8381713705e-04,-5.8080889600e-04,-9.9484728889e-01,-1.6102257413e-08
4.1000000000e+00,5.8372700949e-04,-5.8072674290e-04,-9.9486015458e-01,-1.6062041247e-08
4.1100000000e+00,5.8363712083e-04,-5.8064480640e-04,-9.9487298814e-01,-1.6021872268e-08
4.1200000000e+00,5.8354747041e-04,-5.8056308590e-04,-9.9488578966e-01,-1.5981905683e-08
4.1300000000e+00,5.8345805754e-04,-5.8048158082e-04,-9.9489855922e-01,-1.5942051117e-08
4.1400000000e+00,5.8336888158e-04,-5.8040029054e-04,-9.9491129689e-01,-1.5902196331e-08
4.1500000000e+00,5.8327994186e-04,-5.8031921449e-04,-9.9492400276e-01,-1.5862474658e-08
4.1600000000e+00,5.8319123772e-04,-5.8023835206e-04,-9.9493667691e-01,-1.5822911750e-08
4.1700000000e+00,5.8310276850e-04,-5.8015770266e-04,-9.9494931941e-01,-1.5783382813e-08
4.1800000000e+00,5.8301453355e-04,-5.8007726572e-04,-9.9496193034e-01,-1.5743968896e-08
4.1900000000e+00,5.8292653221e-04,-5.7999704063e-04,-9.9497450978e-01,-1.5704647015e-08
4.2000000000e+00,5.8283876384e-04,-5.7991702681e-04,-9.9498705781e-01,-1.5665426388e-08
4.2100000000e+00,5.8275122778e-04,-5.7983722369e-04,-9.9499957452e-01,-1.5626349090e-08
4.2200000000e+00,5.8266392338e-04,-5.7975763067e-04,-9.9501205997e-01,-1.5587313093e-08
4.2300000000e+00,5.8257685000e-04,-5.7967824718e-04,-9.9502451424e-01,-1.5548385452e-08
4.2400000000e+00,5.8249000699e-04,-5.7959907264e-04,-9.9503693742e-01,-1.5509582270e-08
4.2500000000e+00,5.8240339372e-04,-5.7952010647e-04,-9.9504932958e-01,-1.5470869015e-08
4.2600000000e+00,5.8231700955e-04,-5.7944134810e-04,-9.9506169080e-01,-1.5432206606e-08
4.2700000000e+00,5.8223085382e-04,-5.7936279695e-04,-9.9507402115e-01,-1.5393687307e-08
4.2800000000e+00,5.8214492592e-04,-5.7928445246e-04,-9.9508632072e-01,-1.5355267594e-08
4.2900000000e+00,5.8205922521e-04,-5.7920631405e-04,-9.9509858958e-01,-1.5316904392e-08
4.3000000000e+00,5.8197375104e-04,-5.7912838116e-04,-9.9511082780e-01,-1.5278689959e-08
4.3100000000e+00,5.8188850280e-04,-5.7905065321e-04,-9.9512303546e-01,-1.5240541031e-08
4.3200000000e+00,5.8180347986e-04,-5.7897312965e-04,-9.9513521265e-01,-1.5202467929e-08
4.3300000000e+00,5.8171868158e-04,-5.7889580990e-04,-9.9514735942e-01,-1.5164486755e-08
4.3400000000e+00,5.8163410735e-04,-5.7881869342e-04,-9.9515947587e-01,-1.5126620709e-08
4.3500000000e+00,5.8154975654e-04,-5.7874177964e-04,-9.9517156207e-01,-1.5088857361e-08
4.3600000000e+00,5.8146562853e-04,-5.7866506799e-04,-9.9518361809e-01,-1.5051194045e-08
4.3700000000e+00,5.8138172270e-04,-5.7858855794e-04,-9.9519564400e-01,-1.5013640194e-08
4.3800000000e+00,5.8129803844e-04,-5.7851224891e-04,-9.9520763989e-01,-1.4976128867e-08
4.3900000000e+00,5.8121457512e-04,-5.7843614036e-04,-9.9521960583e-01,-1.4938740772e-08
4.4000000000e+00,5.8113133215e-04,-5.7836023173e-04,-9.9523154189e-01,-1.4901438500e-08
4.4100000000e+00,5.8104830890e-04,-5.7828452248e-04,-9.9524344815e-01,-1.4864247470e-08
4.4200000000e+00,5.8096550476e-04,-5.7820901206e-04,-9.9525532467e-01,-1.4827121723e-08
4.4300000000e+00,5.8088291913e-04,-5.7813369992e-04,-9.9526717155e-01,-1.4790080129e-08
4.4400000000e+00,5.8080055141e-04,-5.7805858552e-04,-9.9527898884e-01,-1.4753161994e-08
4.4500000000e+00,5.8071840098e-04,-5.7798366831e-04,-9.9529077663e-01,-1.4716297816e-08
4.4600000000e+00,5.8063646725e-04,-5.7790894775e-04,-9.9530253498e-01,-1.4679573413e-08
4.4700000000e+00,5.8055474961e-04,-5.7783442330e-04,-9.9531426398e-01,-1.4642968138e-08
4.4800000000e+00,5.8047324747e-04,-5.7776009443e-04,-9.9532596369e-01,-1.4606398945e-08
4.4900000000e+00,5.8039196023e-04,-5.7768596059e-04,-9.9533763418e-01,-1.4569900030e-08
4.5000000000e+00,5.8031088729e-04,-5.7761202125e-04,-9.9534927554e-01,-1.4533490264e-08
4.5100000000e+00,5.8023002807e-04,-5.7753827588e-04,-9.9536088783e-01,-1.4497219944e-08
4.5200000000e+00,5.8014938196e-04,-5.7746472395e-04,-9.9537247112e-01,-1.4461037886e-08
4.5300000000e+00,5.8006894839e-04,-5.7739136491e-04,-9.9538402550e-01,-1.4424927659e-08
4.5400000000e+00,5.7998872676e-04,-5.7731819826e-04,-9.9539555102e-01,-1.4388906584e-08
4.5500000000e+00,5.7990871648e-04,-5.7724522345e-04,-9.9540704777e-01,-1.4352984650e-08
4.5600000000e+00,5.7982891698e-04,-5.7717243996e-04,-9.9541851581e-01,-1.4317165191e-08
4.5700000000e+00,5.7974932767e-04,-5.7709984728e-04,-9.9542995521e-01,-1.4281357388e-08
4.5800000000e+00,5.7966994797e-04,-5.7702744486e-04,-9.9544136605e-01,-1.4245732219e-08
4.5900000000e+00,5.7959077729e-04,-5.7695523220e-04,-9.9545274840e-01,-1.4210192537e-08
4.6000000000e+00,5.7951181507e-04,-5.7688320878e-04,-9.9546410234e-01,-1.4174683606e-08
4.6100000000e+00,5.7943306072e-04,-5.7681137407e-04,-9.9547542792e-01,-1.4139284256e-08
4.6200000000e+00,5.7935451368e-04,-5.7673972756e-04,-9.9548672522e-01,-1.4103985823e-08
4.6300000000e+00,5.7927617336e-04,-5.7666826874e-04,-9.9549799431e-01,-1.4068782316e-08
4.6400000000e+00,5.7919803921e-04,-5.7659699709e-04,-9.9550923527e-01,-1.4033627326e-08
4.6500000000e+00,5.7912011065e-04,-5.7652591209e-04,-9.9552044816e-01,-1.3998613000e-08
4.6600000000e+00,5.7904238711e-04,-5.7645501325e-04,-9.9553163305e-01,-1.3963660514e-08
4.6700000000e+00,5.7896486803e-04,-5.7638430004e-04,-9.9554279002e-01,-1.3928787519e-08
4.6800000000e+00,5.7888755284e-04,-5.7631377197e-04,-9.9555391913e-01,-1.3894021662e-08
4.6900000000e+00,5.7881044099e-04,-5.7624342852e-04,-9.9556502045e-01,-1.3859311426e-08
4.7000000000e+00,5.7873353191e-04,-5.7617326919e-04,-9.9557609405e-01,-1.3824706440e-08
4.7100000000e+00,5.7865682504e-04,-5.7610329348e-04,-9.9558714000e-01,-1.3790181169e-08
4.7200000000e+00,5.7858031983e-04,-5.7603350089e-04,-9.9559815837e-01,-1.3755768472e-08
4.7300000000e+00,5.7850401572e-04,-5.7596389092e-04,-9.9560914923e-01,-1.3721427720e-08
4.7400000000e+00,5.7842791216e-04,-5.7589446306e-04,-9.9562011265e-01,-1.3687136259e-08
4.7500000000e+00,5.7835200859e-04,-5.7582521682e-04,-9.9563104869e-01,-1.3652978250e-08
4.7600000000e+00,5.7827630447e-04,-5.7575615171e-04,-9.9564195743e-01,-1.3618879526e-08
4.7700000000e+00,5.7820079924e-04,-5.7568726723e-04,-9.9565283893e-01,-1.3584875724e-08
4.7800000000e+00,5.7812549236e-04,-5.7561856289e-04,-9.9566369325e-01,-1.3550981059e-08
4.7900000000e+00,5.7805038329e-04,-5.7555003820e-04,-9.9567452048e-01,-1.3517099160e-08
4.8000000000e+00,5.7797547148e-04,-5.7548169266e-04,-9.9568532068e-01,-1.3483380355e-08
4.8100000000e+00,5.7790075638e-04,-5.7541352579e-04,-9.9569609390e-01,-1.3449735490e-08
4.8200000000e+00,5.7782623746e-04,-5.7534553710e-04,-9.9570684023e-01,-1.3416101393e-08
4.8300000000e+00,5.7775191418e-04,-5.7527772611e-04,-9.9571755972e-01,-1.3382622174e-08
4.8400000000e+00,5.7767778600e-04,-5.7521009233e-04,-9.9572825245e-01,-1.3349205125e-08
4.8500000000e+00,5.7760385238e-04,-5.7514263528e-04,-9.9573891848e-01,-1.3315876341e-08
4.8600000000e+00,5.7753011280e-04,-5.7507535448e-04,-9.9574955788e-01,-1.3282651474e-08
4.8700000000e+00,5.7745656671e-04,-5.7500824944e-04,-9.9576017072e-01,-1.3249489332e-08
4.8800000000e+00,5.7738321358e-04,-5.7494131970e-04,-9.9577075705e-01,-1.3216385035e-08
4.8900000000e+00,5.7731005290e-04,-5.7487456476e-04,-9.9578131695e-01,-1.3183368335e-08
4.9000000000e+00,5.7723708412e-04,-5.7480798416e-04,-9.9579185049e-01,-1.3150462877e-08
4.9100000000e+00,5.7716430672e-04,-5.7474157743e-04,-9.9580235772e-01,-1.3117641464e-08
4.9200000000e+00,5.7709172019e-04,-5.7467534408e-04,-9.9581283872e-01,-1.3084917195e-08
4.9300000000e+00,5.7701932398e-04,-5.7460928365e-04,-9.9582329355e-01,-1.3052210580e-08
4.9400000000e+00,5.7694711759e-04,-5.7454339567e-04,-9.9583372227e-01,-1.3019616985e-08
4.9500000000e+00,5.7687510049e-04,-5.7447767966e-04,-9.9584412496e-01,-1.2987143515e-08
4.9600000000e+00,5.7680327217e-04,-5.7441213517e-04,-9.9585450167e-01,-1.2954707017e-08
4.9700000000e+00,5.7673163210e-04,-5.7434676172e-04,-9.9586485247e-01,-1.2922316037e-08
4.9800000000e+00,5.7666017978e-04,-5.7428155885e-04,-9.9587517743e-01,-1.2890025422e-08
4.9900000000e+00,5.7658891468e-04,-5.7421652610e-04,-9.9588547661e-01,-1.2857893902e-08
5.0000000000e+00,5.7651783629e-04,-5.7415166300e-04,-9.9589575007e-01,-1.5403771082e-05
